full_name,gender,classification_method,role,total_mentions,mentions_openai,mentions_anthropic,mentions_perplexity,mentions_gemini,mentions_by_category,first_mention_context
Kristie Howard,F,gender-guesser,vendor_exec,1,0,0,0,1,"{""cloud and infrastructure"": 1}","VP of Cloud Platform and Solutions at Intel, driving innovation in cloud hardware."
Niki Acosta,F,gender-guesser,vendor_exec,1,0,0,0,1,"{""cloud and infrastructure"": 1}","VP, Global Head of Cloud & Compute Partner Sales at Cisco, influencing how partners deliver cloud solutions."
Laura Butler,F,gender-guesser,vendor_exec,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Leading the Amazon Aurora team, she is at the forefront of cloud database innovation. Aurora is one of AWS's fastest-growing services."
Aruba Khalid,unclassified,unclassified,vendor_exec,1,0,0,0,1,"{""cloud and infrastructure"": 1}",She leads the teams responsible for building and operating Google's massive global network infrastructure.
Adrian Leow,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Adrian Leow: Also strong on cloud-native, DevOps, and application platforms."
Henrique Cecci,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Henrique Cecci: Focuses on cloud computing, infrastructure, and operations."
Jeff Van Leeuwen,M,gender-guesser,journalist,1,0,0,0,1,"{""cloud and infrastructure"": 1}",Jeff Van Leeuwen: Covers enterprise storage and data protection.
Charlie Winckless,unclassified,unclassified,analyst,3,0,0,0,3,"{""cloud and infrastructure"": 2, ""networking and telecommunications"": 1}",Charlie Winckless: Focuses on cloud security and workload protection.
Peter Rutten,M,gender-guesser,analyst,2,0,0,0,2,"{""cloud and infrastructure"": 2}",Peter Rutten: Focuses on AI infrastructure and high-performance computing.
Brian Partridge,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}",Brian Partridge: Focuses on edge computing and distributed infrastructure.
Yugal Joshi,M,llm-high,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Yugal Joshi: Covers cloud services, digital transformation, and IT outsourcing."
Jeff Van Camp,M,gender-guesser,journalist,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Jeff Van Camp: Also strong in storage, covering enterprise storage, backup, and recovery."
Tom Scholtz,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Neil MacDonald / Tom Scholtz / Charlie Winckless: Key analysts in cloud security, covering CASBs, CNAPPs, SSE, and broader cloud security strategies."
Brian Wrozek,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Heidi Shey / Brian Wrozek: Key analysts in cloud security, covering various aspects of cloud security posture and solutions."
Margo Callahan,F,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}",Margo Callahan: Focuses on data management and data strategy in the cloud.
Jon Collins,M,gender-guesser,analyst,1,0,0,0,1,"{""cloud and infrastructure"": 1}","GigaOm (Jon Collins, David Linthicum): Offer a mix of research, keynotes, and thought leadership, often with a focus on cloud strategy, data, and AI."
Deanna Compton,F,gender-guesser,vendor_exec,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Deanna Compton: Corporate Vice President of Azure Engineering at Microsoft, overseeing critical aspects of Azure's infrastructure and services."
Matt Hicks,M,gender-guesser,founder_ceo,3,0,0,0,3,"{""cloud and infrastructure"": 3}","Raghu Raghuram (CEO, VMware), Matt Hicks (CEO, Red Hat)."
Scott Lowe,M,gender-guesser,practitioner,2,0,0,0,2,"{""cloud and infrastructure"": 1, ""networking and telecommunications"": 1}","Scott Lowe (VMware/Independent): A long-standing and respected voice in the virtualization and infrastructure space, known for his deep technical blog and expertise across various infrastructure technologies."
Hock Tan,M,llm-high,vendor_exec,4,0,0,0,4,"{""cloud and infrastructure"": 2, ""networking and telecommunications"": 2}",His acquisition of VMware fundamentally changed the landscape for on-premises and hybrid cloud infrastructure.
Dev Ittycheria,M,llm-high,founder_ceo,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Dev Ittycheria (President & CEO, MongoDB): MongoDB is a widely used NoSQL database, and Ittycheria has successfully led its transition to a cloud-first, multi-cloud offering."
Byron Deeter,M,gender-guesser,other,1,0,0,0,1,"{""cloud and infrastructure"": 1}","Byron Deeter (Partner, Bessemer Venture Partners): Known for his deep focus on cloud computing investments and annual ""State of the Cloud"" report."
C.A.R. Hoare,M,llm-high,academic,5,0,0,0,5,"{""software engineering"": 5}","C.A.R. Hoare: British computer scientist known for inventing Quicksort, Hoare logic (for verifying program correctness), and his work on Communicating Sequential Processes"
Martin Thompson,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Martin Thompson: Known for high-performance computing, mechanical sympathy, and low-latency systems."
Alan Kay,M,gender-guesser,academic,4,0,0,0,4,"{""software engineering"": 4}","Alan Kay Known for: Pioneering object-oriented programming (OOP) concepts, the Dynabook concept (precursor to modern laptops/tablets), and the Smalltalk programming language"
Michael Bolton,M,gender-guesser,influencer,1,0,0,0,1,"{""software engineering"": 1}","Michael Bolton & James Bach Known for: Leading figures in the ""Context-Driven School"" of software testing, emphasizing skilled human judgment and critical thinking"
Ben Treynor Sloss,M,gender-guesser,practitioner,2,0,0,0,2,"{""software engineering"": 2}","The Google SRE Team (e.g., Ben Treynor Sloss, Betsy Beyer, Chris Jones, Jennifer Petoff, Niall Murphy): While not a single individual, the collective work"
Betsy Beyer,F,gender-guesser,practitioner,4,0,0,0,4,"{""software engineering"": 4}","The Google SRE Team (e.g., Ben Treynor Sloss, Betsy Beyer, Chris Jones, Jennifer Petoff, Niall Murphy): While not a single individual, the collective work"
Chris Jones,unclassified,unclassified,practitioner,4,0,0,0,4,"{""software engineering"": 4}","The Google SRE Team (e.g., Ben Treynor Sloss, Betsy Beyer, Chris Jones, Jennifer Petoff, Niall Murphy): While not a single individual, the collective work"
Jennifer Petoff,F,gender-guesser,practitioner,3,0,0,0,3,"{""software engineering"": 3}","The Google SRE Team (e.g., Ben Treynor Sloss, Betsy Beyer, Chris Jones, Jennifer Petoff, Niall Murphy): While not a single individual, the collective work"
Niall Richard Murphy,M,gender-guesser,practitioner,4,0,0,0,4,"{""software engineering"": 4}","The Google SRE Team (e.g., Ben Treynor Sloss, Betsy Beyer, Chris Jones, Jennifer Petoff, Niall Murphy): While not a single individual, the collective work"
Gerald M. Weinberg,M,gender-guesser,academic,6,0,0,0,6,"{""software engineering"": 6}","Gerald Weinberg: Author of ""The Psychology of Computer Programming"" and many other books, focusing on the human aspects of software development."
Kim Scott,unclassified,unclassified,founder_ceo,1,0,0,0,1,"{""software engineering"": 1}","While broader than just software, her framework for feedback and management is widely adopted and discussed within tech leadership."
Russ Miles,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Russ Miles: Chaos Engineering, Microservices."
Lena Reinhard,F,gender-guesser,practitioner,4,0,0,0,4,"{""software engineering"": 4}","Lena Reinhard: Engineering leadership, psychological safety."
Tony Hoare,M,gender-guesser,academic,2,0,0,0,2,"{""software engineering"": 2}","Tony Hoare: (Computer Scientist) Known for: Inventing Quicksort, his work on Hoare logic for verifying program correctness"
Ian Sommerville,M,gender-guesser,academic,1,0,0,0,1,"{""software engineering"": 1}","Ian Sommerville: Author of ""Software Engineering,"" one of the most widely used and cited textbooks in the field globally."
Roger S. Pressman,M,gender-guesser,academic,2,0,0,0,2,"{""software engineering"": 2}","Roger S. Pressman: Author of ""Software Engineering: A Practitioner's Approach,"" another highly popular and frequently cited textbook."
Hussein Nasser,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Hussein Nasser - Focus: Deep dives into networking, databases, proxies, protocols, and backend systems."
Lenny Rachitsky,M,gender-guesser,practitioner,2,0,0,0,2,"{""software engineering"": 1, ""data and analytics"": 1}","While primarily focused on product management, his newsletter often delves into engineering challenges and team structures."
John Cutler,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","John Cutler - Bridges the gap between product and engineering, offering practical insights into how teams can work better together."
Abi Noda,unclassified,unclassified,founder_ceo,1,0,0,0,1,"{""software engineering"": 1}","Abi Noda (DX): Focus: Developer Experience (DX), developer productivity metrics, engineering effectiveness."
Todd Underwood,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","The Google SRE Team (e.g., Betsy Beyer, Niall Murphy, Todd Underwood, Chris Jones) Authors of ""Site Reliability"
Russ Olsen,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Russ Olsen: Author of ""Eloquent Ruby"" and a fantastic speaker on software design and development principles"
Patrick McKenzie,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Patrick McKenzie (@patio11): While not exclusively software engineering, his analysis of software businesses, careers, and the intersection of technology and economics is incredibly insightful"
Michael Lopp,M,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Rands (Michael Lopp - Rands in Repose): Engineering leadership, management, and culture. His writing is often philosophical and very relatable."
Julie Zhuo,F,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Julie Zhuo (@joulee): Product design and management, but her insights into leadership, team dynamics, and decision-making are highly relevant"
Zach Wilson,M,gender-guesser,influencer,1,0,0,0,1,"{""software engineering"": 1}","Zach Wilson (@zachdwilson): Modern data stack, data engineering best practices, and industry trends."
Shawn Wang,unclassified,unclassified,influencer,1,0,0,0,1,"{""software engineering"": 1}","Swyx (Shawn Wang - @swyx): Developer experience, learning in public, future of web development, and career growth."
Ronni Colville,unclassified,unclassified,analyst,1,0,0,0,1,"{""software engineering"": 1}","Ronni Colville, Chris Saunderson, Manjunath Bhat, Daniel Walsh, Mark O'Neill (often cover DevOps, SRE, software delivery)."
Chris Saunderson,unclassified,unclassified,analyst,2,0,0,0,2,"{""software engineering"": 2}","Ronni Colville, Chris Saunderson, Manjunath Bhat, Daniel Walsh, Mark O'Neill (often cover DevOps, SRE, software delivery)."
Manjunath Bhat,M,llm-high,analyst,2,0,0,0,2,"{""software engineering"": 2}","Ronni Colville, Chris Saunderson, Manjunath Bhat, Daniel Walsh, Mark O'Neill (often cover DevOps, SRE, software delivery)."
Daniel Walsh,M,gender-guesser,analyst,1,0,0,0,1,"{""software engineering"": 1}","Ronni Colville, Chris Saunderson, Manjunath Bhat, Daniel Walsh, Mark O'Neill (often cover DevOps, SRE, software delivery)."
Mark O'Neill,M,gender-guesser,analyst,1,0,0,0,1,"{""software engineering"": 1}","Ronni Colville, Chris Saunderson, Manjunath Bhat, Daniel Walsh, Mark O'Neill (often cover DevOps, SRE, software delivery)."
Anne Shantell,F,gender-guesser,analyst,1,0,0,0,1,"{""software engineering"": 1}","Anne Shantell, Yefim Natis (application architecture, platforms)."
Dave Roberts,M,gender-guesser,journalist,1,0,0,0,1,"{""software engineering"": 1}",Dave Roberts: Often covers application development and DevOps trends.
Joachim Herschmann,M,gender-guesser,analyst,1,0,0,0,1,"{""software engineering"": 1}","Joachim Herschmann: Focuses on cloud-native platforms, microservices."
Anne Thomas,F,gender-guesser,journalist,1,0,0,0,1,"{""software engineering"": 1}","Anne Thomas: Often covers APIs, integration, and enterprise architecture."
Tomasz Tunguz,M,gender-guesser,vendor_exec,1,0,0,0,1,"{""software engineering"": 1}",Tomasz Tunguz (a VC at Redpoint) publishes extensive data-driven analysis on SaaS metrics and market trends.
Bobby Woolf,M,gender-guesser,academic,3,0,0,0,3,"{""software engineering"": 3}","Gregor Hohpe & Bobby Woolf (""Enterprise Integration Patterns""): A catalog of patterns for integrating enterprise applications"
Jason Wong,M,gender-guesser,journalist,1,0,0,0,1,"{""software engineering"": 1}",Jason Wong: Covers low-code/no-code platforms and modern application development.
Dave West,M,gender-guesser,influencer,1,0,0,0,1,"{""software engineering"": 1}","Dave West: A leading voice on Agile, DevOps, and software development methodologies."
Carver Mead,M,llm-high,academic,1,0,0,0,1,"{""software engineering"": 1}","Along with Carver Mead, she authored ""Introduction to VLSI Systems,"" a groundbreaking textbook that revolutionized the way microchips are designed."
Bill Inmon,M,gender-guesser,academic,13,0,0,0,13,"{""data and analytics"": 13}","Bill Inmon: Often called the ""father of the data warehouse,"" his methodologies and writings laid the groundwork for modern data warehousing."
Ralph Kimball,M,gender-guesser,practitioner,11,0,0,0,11,"{""data and analytics"": 11}","Ralph Kimball: Another seminal figure in data warehousing, known for his dimensional modeling techniques and practical approach to data warehouse design."
Sarah Mei,F,gender-guesser,practitioner,1,0,0,0,1,"{""software engineering"": 1}","Sarah Mei: A well-known speaker and consultant focusing on software architecture, design, and organizational dynamics."
Larry Wall,M,gender-guesser,founder_ceo,1,0,0,0,1,"{""software engineering"": 1}","Creator of the Perl programming language, known for its powerful text processing capabilities, which played a significant role in early web development."
Bret Victor,M,gender-guesser,influencer,1,0,0,0,1,"{""software engineering"": 1}",A visionary who explores new ways of interacting with computers and programming. His talks and essays challenge conventional thinking about software tools.
Wayne Eckerson,M,gender-guesser,founder_ceo,7,0,0,0,7,"{""data and analytics"": 7}","Wayne Eckerson: A well-known consultant, author, and speaker specializing in business intelligence and data warehousing strategies."
Doug Cutting,M,gender-guesser,founder_ceo,4,0,0,0,4,"{""data and analytics"": 4}",Doug Cutting: Creator of Apache Hadoop and Apache Lucene. Hadoop was a foundational technology for the big data revolution.
George Box,M,gender-guesser,academic,1,0,0,0,1,"{""data and analytics"": 1}","Influential statistician known for work in experimental design, quality control, and time series analysis."
Emily Riederer,F,gender-guesser,practitioner,1,0,0,0,1,"{""data and analytics"": 1}","Emily Riederer - Focus: Practical data science, statistical thinking, data science management, responsible AI."
